"day","mean.temp","high","low","month","year","date"
30,20.4,24.1,17.3,4,2012,2012-04-30
1,9.8,16.3,2.1,4,2013,2013-04-01
2,9.8,13.3,7.8,4,2013,2013-04-02
3,13.3,16.1,11,4,2013,2013-04-03
4,16.2,22.3,8.1,4,2013,2013-04-04
5,16.4,23.1,11.1,4,2013,2013-04-05
6,14.8,20.7,9.4,4,2013,2013-04-06
7,16.5,23.7,8.8,4,2013,2013-04-07
8,12.5,18.7,7.9,4,2013,2013-04-08
9,14,22.2,5.2,4,2013,2013-04-09
10,11.7,16.8,6.3,4,2013,2013-04-10
11,7.9,12.8,4.2,4,2013,2013-04-11
12,9.5,16.1,1.9,4,2013,2013-04-12
13,10.7,16.9,2.8,4,2013,2013-04-13
14,14.8,20.9,5.7,4,2013,2013-04-14
15,15.4,21.6,8.2,4,2013,2013-04-15
16,14.5,21.2,5.8,4,2013,2013-04-16
17,18.5,23.5,11.5,4,2013,2013-04-17
18,19.2,24.7,12.5,4,2013,2013-04-18
19,13.5,18.9,9.2,4,2013,2013-04-19
20,8.2,10.4,5.2,4,2013,2013-04-20
21,6.6,9.9,4.3,4,2013,2013-04-21
22,10.2,16.4,1.9,4,2013,2013-04-22
24,15.9,17.6,11.9,4,2013,2013-04-24
25,17.3,23.1,12.3,4,2013,2013-04-25
26,15.8,23.3,8.8,4,2013,2013-04-26
27,14.1,20.5,7.6,4,2013,2013-04-27
28,14.3,21.1,6.3,4,2013,2013-04-28
29,15.5,22.7,5.4,4,2013,2013-04-29
30,17.9,22.1,12.6,4,2013,2013-04-30
1,12.4,18.7,6.5,4,2014,2014-04-01
2,12.9,19.3,4.7,4,2014,2014-04-02
3,13,14.3,11.7,4,2014,2014-04-03
4,13.9,20.8,9.2,4,2014,2014-04-04
5,10.7,15.4,6.3,4,2014,2014-04-05
6,8,13.3,4.7,4,2014,2014-04-06
7,10.4,17.1,3,4,2014,2014-04-07
8,13.3,23.1,4,4,2014,2014-04-08
9,13.4,20.5,6.4,4,2014,2014-04-09
10,14.6,24.1,7.6,4,2014,2014-04-10
11,11.5,18.6,5.5,4,2014,2014-04-11
12,12.2,20.1,3.5,4,2014,2014-04-12
13,12.2,18.7,3.6,4,2014,2014-04-13
14,13.2,19.1,8.6,4,2014,2014-04-14
15,14.9,22.4,6.8,4,2014,2014-04-15
16,17.2,24.6,9.8,4,2014,2014-04-16
17,16.8,22.7,10.3,4,2014,2014-04-17
18,10,15.4,6.9,4,2014,2014-04-18
19,10.7,18.1,7.2,4,2014,2014-04-19
20,10.2,14.5,5.9,4,2014,2014-04-20
21,12.7,17.6,9.1,4,2014,2014-04-21
22,14.3,19.7,10.4,4,2014,2014-04-22
23,15.4,21.5,9.3,4,2014,2014-04-23
24,15.3,22.2,8.6,4,2014,2014-04-24
25,16.5,23.8,8.1,4,2014,2014-04-25
26,17.1,24.4,9.9,4,2014,2014-04-26
27,17.6,24.5,10.9,4,2014,2014-04-27
28,17.5,23.5,10.7,4,2014,2014-04-28
29,16.6,19.9,12.9,4,2014,2014-04-29
30,16,18.4,13.4,4,2014,2014-04-30
1,15.1,21.6,7.1,5,2010,2010-05-01
2,16.5,23.4,8.2,5,2010,2010-05-02
3,18.1,25.1,9.8,5,2010,2010-05-03
4,20.3,27.5,13.3,5,2010,2010-05-04
5,21.3,29.2,14.5,5,2010,2010-05-05
6,22.4,29.5,16.3,5,2010,2010-05-06
8,19.3,25.7,12.7,5,2010,2010-05-08
9,19.5,26.8,12.7,5,2010,2010-05-09
10,18.5,22.7,12.2,5,2010,2010-05-10
11,16.2,18.9,14.3,5,2010,2010-05-11
12,15.9,21.7,12.2,5,2010,2010-05-12
13,15.6,21.1,10.2,5,2010,2010-05-13
14,15,20.2,11.3,5,2010,2010-05-14
15,14.6,19.4,9.9,5,2010,2010-05-15
16,17,23.1,10.5,5,2010,2010-05-16
17,20.2,27.5,13,5,2010,2010-05-17
18,21.3,27.4,14.7,5,2010,2010-05-18
19,20.4,23.7,18.8,5,2010,2010-05-19
20,19.9,22.6,18.4,5,2010,2010-05-20
21,23.6,31.2,17.6,5,2010,2010-05-21
22,22.1,28.1,15.4,5,2010,2010-05-22
23,17.6,20,15.2,5,2010,2010-05-23
24,17,18.4,15.1,5,2010,2010-05-24
25,22.6,29.5,15.5,5,2010,2010-05-25
26,16.1,22.6,12.8,5,2010,2010-05-26
27,17.3,24,12.3,5,2010,2010-05-27
28,18.3,23.6,14,5,2010,2010-05-28
29,15,17.1,12.5,5,2010,2010-05-29
30,14,16.9,11.8,5,2010,2010-05-30
31,16.7,23.6,9.6,5,2010,2010-05-31
1,17.2,22.1,13.7,5,2011,2011-05-01
2,18.1,25.2,10,5,2011,2011-05-02
3,14.2,19.1,9.8,5,2011,2011-05-03
4,16.9,23.5,11.6,5,2011,2011-05-04
5,14.1,16.9,12.4,5,2011,2011-05-05
6,14.9,19.2,11.5,5,2011,2011-05-06
7,15.6,19.3,13.4,5,2011,2011-05-07
8,20,27.5,12.4,5,2011,2011-05-08
9,18.7,24.7,11.7,5,2011,2011-05-09
10,20.1,26.9,16,5,2011,2011-05-10
11,14.3,16.4,13.3,5,2011,2011-05-11
12,15.3,17,13.4,5,2011,2011-05-12
13,18.7,25.7,14.9,5,2011,2011-05-13
14,19,25.3,11.4,5,2011,2011-05-14
15,19.9,26.4,10.6,5,2011,2011-05-15
16,19.4,24.6,12.7,5,2011,2011-05-16
17,17.2,22.7,13.4,5,2011,2011-05-17
18,18.7,25.1,13.1,5,2011,2011-05-18
19,19.9,27.4,12.8,5,2011,2011-05-19
20,21.5,28.8,14.4,5,2011,2011-05-20
21,22.7,29.6,16.3,5,2011,2011-05-21
22,19.7,30.7,14.2,5,2011,2011-05-22
23,15,17.5,12.2,5,2011,2011-05-23
24,14,18.7,11.7,5,2011,2011-05-24
25,18.4,25.4,10.6,5,2011,2011-05-25
26,18.1,21.7,15,5,2011,2011-05-26
27,18.2,21.8,16,5,2011,2011-05-27
28,18.1,19.8,16.7,5,2011,2011-05-28
29,18,19.2,16.6,5,2011,2011-05-29
30,17.2,21.5,15.7,5,2011,2011-05-30
31,15.1,19.9,11.9,5,2011,2011-05-31
1,19.5,22.7,16.6,5,2012,2012-05-01
2,18.1,21.2,16.2,5,2012,2012-05-02
3,17.4,19.3,15.9,5,2012,2012-05-03
4,17.8,21.3,15.8,5,2012,2012-05-04
5,20.6,27.4,14.8,5,2012,2012-05-05
6,17.8,27,12.7,5,2012,2012-05-06
7,17.2,24.1,10.8,5,2012,2012-05-07
8,19.6,25.4,13.5,5,2012,2012-05-08
9,18.2,22.1,14.5,5,2012,2012-05-09
10,15.5,23.3,11.4,5,2012,2012-05-10
11,16.1,21.8,12,5,2012,2012-05-11
12,15.3,20.8,11.2,5,2012,2012-05-12
13,16,22,8.7,5,2012,2012-05-13
14,18.6,25.5,11,5,2012,2012-05-14
15,18.2,19.6,16.6,5,2012,2012-05-15
16,21.5,28.2,15.2,5,2012,2012-05-16
17,20.8,26.7,15.3,5,2012,2012-05-17
18,17.6,23.7,12.4,5,2012,2012-05-18
19,19.1,26.7,9.6,5,2012,2012-05-19
20,20.2,26,15.3,5,2012,2012-05-20
21,19.1,24.2,15.7,5,2012,2012-05-21
22,14.1,15.7,12.6,5,2012,2012-05-22
23,18.2,25.9,12.7,5,2012,2012-05-23
24,21.2,28.3,14.3,5,2012,2012-05-24
25,19.3,22.7,16.4,5,2012,2012-05-25
26,20.1,25,14.1,5,2012,2012-05-26
27,21.7,27.3,14.2,5,2012,2012-05-27
28,19.8,26.6,15.7,5,2012,2012-05-28
29,19.8,26.7,14.9,5,2012,2012-05-29
30,19.2,25,14.6,5,2012,2012-05-30
31,19.8,24.9,16.1,5,2012,2012-05-31
1,14.3,18.9,11.2,5,2013,2013-05-01
2,13.8,20.1,8.3,5,2013,2013-05-02
3,13.7,19.9,8.5,5,2013,2013-05-03
4,14.9,21.2,7.7,5,2013,2013-05-04
5,17.1,24.1,8.8,5,2013,2013-05-05
6,18.3,25.9,11.2,5,2013,2013-05-06
7,14.4,20.1,9.2,5,2013,2013-05-07
8,15.5,23.7,8,5,2013,2013-05-08
9,18,26.7,8.5,5,2013,2013-05-09
10,19.9,28.8,12,5,2013,2013-05-10
11,17.2,20.4,15.4,5,2013,2013-05-11
12,19.3,27.1,15,5,2013,2013-05-12
13,18.2,24,14,5,2013,2013-05-13
14,21.8,29.4,14.7,5,2013,2013-05-14
15,20.3,26.4,15.2,5,2013,2013-05-15
16,19.2,26.3,13.5,5,2013,2013-05-16
17,17.3,24.5,11.5,5,2013,2013-05-17
18,19.2,25.3,13.3,5,2013,2013-05-18
19,20,24.3,16.2,5,2013,2013-05-19
20,18.5,20.6,16.2,5,2013,2013-05-20
21,22.6,27.7,19.5,5,2013,2013-05-21
22,22,28,17.1,5,2013,2013-05-22
23,21.3,26.1,16.6,5,2013,2013-05-23
24,20.7,29.1,13.6,5,2013,2013-05-24
25,17.8,24.4,12.8,5,2013,2013-05-25
26,21.1,28,16.6,5,2013,2013-05-26
27,22,26.9,17.5,5,2013,2013-05-27
28,22.1,25.8,19.4,5,2013,2013-05-28
29,21.7,25.2,20.4,5,2013,2013-05-29
30,21.3,22.7,20,5,2013,2013-05-30
31,21.6,27.2,16.8,5,2013,2013-05-31
1,19.5,NA,NA,5,2014,2014-05-01
2,19.9,26.6,13.7,5,2014,2014-05-02
3,20.1,27.3,13,5,2014,2014-05-03
4,18,24.2,12.7,5,2014,2014-05-04
5,17.4,20.8,14.1,5,2014,2014-05-05
6,12.4,17.6,8.4,5,2014,2014-05-06
7,15.2,22,6.8,5,2014,2014-05-07
8,17.9,22.7,10.5,5,2014,2014-05-08
9,16.8,25.2,10.8,5,2014,2014-05-09
10,18.3,24.8,11.2,5,2014,2014-05-10
11,19.3,26.4,11.8,5,2014,2014-05-11
12,18.4,24.1,11,5,2014,2014-05-12
13,18.4,23.3,15.7,5,2014,2014-05-13
14,21.1,29,14.6,5,2014,2014-05-14
15,19.1,21.7,15.9,5,2014,2014-05-15
16,20.4,25.7,15,5,2014,2014-05-16
17,20,25.5,14.4,5,2014,2014-05-17
18,19.4,26.3,11,5,2014,2014-05-18
19,20.1,26.3,15.2,5,2014,2014-05-19
20,20.8,27.1,15,5,2014,2014-05-20
21,16.2,19.1,13,5,2014,2014-05-21
22,18,25.6,11.6,5,2014,2014-05-22
23,17.5,23.1,13,5,2014,2014-05-23
24,20.1,26.1,13.4,5,2014,2014-05-24
25,22.9,29,18.2,5,2014,2014-05-25
26,20.5,25.3,16.7,5,2014,2014-05-26
27,21.2,25.8,17.3,5,2014,2014-05-27
28,22.4,28.3,18.2,5,2014,2014-05-28
29,21.9,28.5,16.6,5,2014,2014-05-29
30,23.1,31.2,15.9,5,2014,2014-05-30
31,25.3,33.1,18.1,5,2014,2014-05-31
1,17.4,23.9,12.1,6,2010,2010-06-01
2,18.6,25.8,10.9,6,2010,2010-06-02
3,20.5,27.6,12.6,6,2010,2010-06-03
4,21.6,27.9,15.4,6,2010,2010-06-04
5,19.2,25.7,16.1,6,2010,2010-06-05
6,21.2,27.5,14.5,6,2010,2010-06-06
7,22.8,29.4,16.7,6,2010,2010-06-07
8,20.9,23.7,19,6,2010,2010-06-08
9,19.8,22.7,17.3,6,2010,2010-06-09
10,21.8,28.7,15.4,6,2010,2010-06-10
11,22.5,27.9,18.8,6,2010,2010-06-11
12,24.1,31,18.3,6,2010,2010-06-12
13,23.3,27.8,20.1,6,2010,2010-06-13
14,18,21.4,16.2,6,2010,2010-06-14
15,23.5,29.6,17.4,6,2010,2010-06-15
16,25.1,32.4,22,6,2010,2010-06-16
17,26.1,32.5,21.4,6,2010,2010-06-17
18,23.3,29.9,19.2,6,2010,2010-06-18
19,23.8,30.2,19.3,6,2010,2010-06-19
20,26,30.5,22,6,2010,2010-06-20
21,26.3,30.8,23.3,6,2010,2010-06-21
22,25.7,30.5,22.9,6,2010,2010-06-22
23,23.3,25.5,22,6,2010,2010-06-23
24,24.9,30.7,21,6,2010,2010-06-24
25,25.5,32.4,20.3,6,2010,2010-06-25
26,25.9,29.7,22,6,2010,2010-06-26
27,26.3,30.7,23.1,6,2010,2010-06-27
29,25.5,29.9,23.1,6,2010,2010-06-29
30,24.1,28.2,21.9,6,2010,2010-06-30
1,14.8,19,11.5,6,2011,2011-06-01
2,15,16.6,13.3,6,2011,2011-06-02
3,19.5,26.4,13.6,6,2011,2011-06-03
4,21.5,27.8,15.6,6,2011,2011-06-04
5,21.5,26.9,17.4,6,2011,2011-06-05
6,22.7,29.8,16.2,6,2011,2011-06-06
7,21.3,25.8,17.9,6,2011,2011-06-07
8,19.2,23.3,17.2,6,2011,2011-06-08
9,21.5,27.4,15.8,6,2011,2011-06-09
10,22.8,26.6,18.8,6,2011,2011-06-10
11,22.2,26.4,20.6,6,2011,2011-06-11
12,23,26.5,19.3,6,2011,2011-06-12
13,21.2,24.9,17.7,6,2011,2011-06-13
14,21.6,25.7,19.4,6,2011,2011-06-14
15,20.8,24.1,17.9,6,2011,2011-06-15
16,20.4,24.7,17.3,6,2011,2011-06-16
17,18.8,20.8,17.3,6,2011,2011-06-17
18,19.9,22.4,17.6,6,2011,2011-06-18
19,21.9,26,18.7,6,2011,2011-06-19
20,24.3,27.8,21.2,6,2011,2011-06-20
21,24.8,31.1,21.2,6,2011,2011-06-21
22,27.1,33.5,20.2,6,2011,2011-06-22
23,28.1,33.7,24.1,6,2011,2011-06-23
24,29.7,34.7,26.6,6,2011,2011-06-24
25,23.2,27.6,19.9,6,2011,2011-06-25
26,20.7,22.3,19.4,6,2011,2011-06-26
27,21.4,22.8,20.1,6,2011,2011-06-27
28,27.2,34.2,21.2,6,2011,2011-06-28
29,29.2,35.1,23.2,6,2011,2011-06-29
30,27.3,34.6,24.1,6,2011,2011-06-30
1,20.1,27.5,16.3,6,2012,2012-06-01
2,20.5,26.1,15.7,6,2012,2012-06-02
3,19.4,25.2,16.1,6,2012,2012-06-03
4,21.5,28,15.3,6,2012,2012-06-04
5,21.2,23.7,18.4,6,2012,2012-06-05
6,18.6,21.2,15.2,6,2012,2012-06-06
7,20.9,26.8,14.2,6,2012,2012-06-07
8,23.6,30.5,17.8,6,2012,2012-06-08
9,18.5,21.8,17.4,6,2012,2012-06-09
10,21.2,27.7,17.3,6,2012,2012-06-10
11,18.8,22.6,16.7,6,2012,2012-06-11
12,16.2,17.5,14.9,6,2012,2012-06-12
13,17,21.5,14.6,6,2012,2012-06-13
14,18,23.6,14.9,6,2012,2012-06-14
15,19.7,26.2,14.9,6,2012,2012-06-15
16,19.4,21.9,17.3,6,2012,2012-06-16
17,22.6,29.3,19,6,2012,2012-06-17
18,23.8,28.7,19.3,6,2012,2012-06-18
19,23,26,20.1,6,2012,2012-06-19
20,26.8,31.4,20,6,2012,2012-06-20
21,23.3,27.8,19.5,6,2012,2012-06-21
22,20.4,23.3,17.3,6,2012,2012-06-22
23,22,26.7,19.4,6,2012,2012-06-23
24,21.9,27.2,18.6,6,2012,2012-06-24
25,17.8,19.3,16.3,6,2012,2012-06-25
26,18.9,24.4,13.6,6,2012,2012-06-26
27,19.7,25.3,14.2,6,2012,2012-06-27
28,21.1,26.4,15.6,6,2012,2012-06-28
29,22.7,27.8,19.1,6,2012,2012-06-29
30,22.5,28.3,18.5,6,2012,2012-06-30
1,18.8,25.5,13.8,6,2013,2013-06-01
2,17.8,22.7,13.7,6,2013,2013-06-02
3,19.7,27.4,12.3,6,2013,2013-06-03
4,22.5,30.8,15.6,6,2013,2013-06-04
5,22.7,29.4,17.2,6,2013,2013-06-05
6,22.4,26.3,18.9,6,2013,2013-06-06
7,21.7,26.1,18.8,6,2013,2013-06-07
8,21.6,27.7,17.5,6,2013,2013-06-08
9,23,30.5,15.6,6,2013,2013-06-09
10,23,27.5,20.3,6,2013,2013-06-10
11,20.8,22.7,19,6,2013,2013-06-11
12,20.7,24.1,18.5,6,2013,2013-06-12
13,21.2,22.8,20.4,6,2013,2013-06-13
14,22.8,27.5,20,6,2013,2013-06-14
15,25.5,30.2,21.9,6,2013,2013-06-15
16,22.5,25.1,20.7,6,2013,2013-06-16
17,24.4,29.9,19.3,6,2013,2013-06-17
18,25.8,30.9,22.7,6,2013,2013-06-18
19,24.8,27.8,22.4,6,2013,2013-06-19
20,21.5,23.2,20.3,6,2013,2013-06-20
21,21.2,23.2,19,6,2013,2013-06-21
22,21.8,28.3,17,6,2013,2013-06-22
23,22.5,27.9,18,6,2013,2013-06-23
24,22.3,27.4,19.1,6,2013,2013-06-24
25,22.9,29,20.4,6,2013,2013-06-25
26,20.8,23.9,18.8,6,2013,2013-06-26
27,22.3,28.2,17.8,6,2013,2013-06-27
28,22.2,27.3,18.3,6,2013,2013-06-28
29,22.9,29.2,19.5,6,2013,2013-06-29
30,23.4,28.6,20,6,2013,2013-06-30
1,26.3,34.6,18.7,6,2014,2014-06-01
2,23.8,30.2,18.8,6,2014,2014-06-02
3,23.3,28.8,18,6,2014,2014-06-03
4,23.9,29.1,20.7,6,2014,2014-06-04
5,20.5,22.1,18.4,6,2014,2014-06-05
6,19,20,18.5,6,2014,2014-06-06
7,18,18.7,17.2,6,2014,2014-06-07
8,20.1,22.5,17.3,6,2014,2014-06-08
9,21.7,27.3,19.2,6,2014,2014-06-09
10,23,28.8,19.7,6,2014,2014-06-10
11,21.2,23.1,20.2,6,2014,2014-06-11
12,21.1,23.8,19.6,6,2014,2014-06-12
13,24.3,30.3,18.9,6,2014,2014-06-13
14,23.8,30.4,17.4,6,2014,2014-06-14
15,24,30.8,17.3,6,2014,2014-06-15
16,24.4,30.7,18.5,6,2014,2014-06-16
17,23.9,29.7,19.2,6,2014,2014-06-17
18,22.8,25.6,20.3,6,2014,2014-06-18
19,24.3,29.9,18.2,6,2014,2014-06-19
20,23.8,29.1,18.6,6,2014,2014-06-20
21,24.5,29,21.3,6,2014,2014-06-21
22,21.5,23.5,20.2,6,2014,2014-06-22
23,23.8,28.6,19.5,6,2014,2014-06-23
24,21.7,25.1,19,6,2014,2014-06-24
25,21.1,26.7,18.8,6,2014,2014-06-25
26,22.9,28.8,18.6,6,2014,2014-06-26
27,23.4,27.9,19.7,6,2014,2014-06-27
28,22.7,25.2,21.2,6,2014,2014-06-28
29,22.9,29.8,20.4,6,2014,2014-06-29
30,23,27.6,19.8,6,2014,2014-06-30
1,25.6,30.3,21.9,7,2010,2010-07-01
2,25.1,31.4,21.4,7,2010,2010-07-02
3,25.8,30,22.1,7,2010,2010-07-03
4,26.6,33,23.9,7,2010,2010-07-04
5,26,30.5,23.5,7,2010,2010-07-05
6,26.2,30.6,23,7,2010,2010-07-06
7,25,28.6,22.8,7,2010,2010-07-07
8,26.6,31.8,21.8,7,2010,2010-07-08
9,25.2,28.3,22.4,7,2010,2010-07-09
10,26.8,32.5,21.2,7,2010,2010-07-10
11,25.5,29.1,22,7,2010,2010-07-11
12,27.2,28.8,25.6,7,2010,2010-07-12
13,21.7,26.4,19.1,7,2010,2010-07-13
14,24.2,30.9,19.1,7,2010,2010-07-14
15,27.4,30.6,23.1,7,2010,2010-07-15
16,27.9,33,23.3,7,2010,2010-07-16
17,28.6,33.8,24.7,7,2010,2010-07-17
18,28.8,33.5,23.5,7,2010,2010-07-18
19,29.7,35.5,23.9,7,2010,2010-07-19
20,30.1,35.4,24.6,7,2010,2010-07-20
21,30.9,37.4,25.3,7,2010,2010-07-21
22,30.8,37,24.9,7,2010,2010-07-22
23,30.6,37.6,25.5,7,2010,2010-07-23
24,30.3,37.2,24.7,7,2010,2010-07-24
25,28.3,36,23.8,7,2010,2010-07-25
26,27.4,35.5,23.3,7,2010,2010-07-26
27,29.1,35.1,23.5,7,2010,2010-07-27
28,29.6,34.5,24.6,7,2010,2010-07-28
29,26.4,27.8,24.6,7,2010,2010-07-29
30,26.6,30.6,24.8,7,2010,2010-07-30
31,28.7,34.4,24.7,7,2010,2010-07-31
1,27.2,34.8,23.1,7,2011,2011-07-01
2,25.6,29.4,23.6,7,2011,2011-07-02
3,27.1,32.4,21.8,7,2011,2011-07-03
4,29.9,35.8,26.2,7,2011,2011-07-04
5,27.3,34,23.1,7,2011,2011-07-05
6,27,32.6,22.1,7,2011,2011-07-06
7,26.4,30,22.8,7,2011,2011-07-07
8,27.5,32,24,7,2011,2011-07-08
9,29.4,34.8,25.4,7,2011,2011-07-09
10,29.9,35.5,24.3,7,2011,2011-07-10
11,29.5,35.3,23.8,7,2011,2011-07-11
12,29.2,34.3,25.2,7,2011,2011-07-12
13,28.9,34.1,24.8,7,2011,2011-07-13
14,29.3,35.2,24.1,7,2011,2011-07-14
15,29.7,35.9,23.4,7,2011,2011-07-15
16,30,35.7,25.2,7,2011,2011-07-16
17,30.5,36.4,24.6,7,2011,2011-07-17
18,30.6,36.7,27.2,7,2011,2011-07-18
19,27.3,28.9,25.8,7,2011,2011-07-19
20,25.8,29.3,20.3,7,2011,2011-07-20
21,20,23.7,17,7,2011,2011-07-21
22,20,24.3,14.7,7,2011,2011-07-22
23,22.5,28,16.9,7,2011,2011-07-23
24,25.6,30.1,20,7,2011,2011-07-24
25,27.3,32.7,22.4,7,2011,2011-07-25
26,26.8,31,22.4,7,2011,2011-07-26
27,26.9,30.8,24,7,2011,2011-07-27
28,25.3,29.3,23,7,2011,2011-07-28
29,24.7,27.9,23,7,2011,2011-07-29
30,25.1,30.3,22.4,7,2011,2011-07-30
31,23.1,24.6,21.8,7,2011,2011-07-31
1,21.2,25.5,18.1,7,2012,2012-07-01
2,22.3,28,18.7,7,2012,2012-07-02
3,22.8,27.6,19.9,7,2012,2012-07-03
4,25,31.3,20.2,7,2012,2012-07-04
5,25.9,30.8,22.9,7,2012,2012-07-05
6,24.5,28.8,21,7,2012,2012-07-06
7,22.2,24.9,19.9,7,2012,2012-07-07
8,22.1,27,19.4,7,2012,2012-07-08
9,24.4,30.2,18.4,7,2012,2012-07-09
10,26.5,32.3,21.2,7,2012,2012-07-10
11,27,32.1,21.8,7,2012,2012-07-11
12,26.6,27.3,24.8,7,2012,2012-07-12
13,27.3,31.7,23.9,7,2012,2012-07-13
14,28.3,34.4,24.2,7,2012,2012-07-14
15,29.4,33.8,26.7,7,2012,2012-07-15
16,29.8,33.7,26.8,7,2012,2012-07-16
17,30.1,36.5,25.7,7,2012,2012-07-17
18,28.3,35.1,23.7,7,2012,2012-07-18
19,26.5,34.8,20.5,7,2012,2012-07-19
20,19.4,21.2,17,7,2012,2012-07-20
21,19,21.9,16.6,7,2012,2012-07-21
22,20.4,22.1,18.4,7,2012,2012-07-22
23,24.1,28.9,19.7,7,2012,2012-07-23
24,25.8,30.5,21.5,7,2012,2012-07-24
25,28.7,34.3,23.1,7,2012,2012-07-25
26,30,36.2,24.9,7,2012,2012-07-26
27,29.8,35.9,25,7,2012,2012-07-27
28,29.7,35.6,25.5,7,2012,2012-07-28
29,29.4,34.5,25.2,7,2012,2012-07-29
30,29.9,34.6,26.6,7,2012,2012-07-30
31,29.3,35.2,25.2,7,2012,2012-07-31
1,23.5,26.9,20.7,7,2013,2013-07-01
2,24,29,20.1,7,2013,2013-07-02
3,24,27.9,21.3,7,2013,2013-07-03
4,24.8,28.1,22.2,7,2013,2013-07-04
5,26.8,29.7,23.7,7,2013,2013-07-05
6,29.7,34.5,27.1,7,2013,2013-07-06
7,29.8,35.9,25.5,7,2013,2013-07-07
8,27.7,37.3,23.7,7,2013,2013-07-08
9,29.2,36.1,23.1,7,2013,2013-07-09
10,30,36.4,25.4,7,2013,2013-07-10
11,30.1,36.1,24.8,7,2013,2013-07-11
12,30,35.4,25,7,2013,2013-07-12
13,28.5,32.2,24,7,2013,2013-07-13
14,27.8,34.1,24.1,7,2013,2013-07-14
15,27.1,34.2,21.5,7,2013,2013-07-15
16,24.8,30.6,20.4,7,2013,2013-07-16
17,23.4,29.3,19.9,7,2013,2013-07-17
18,27.3,34.3,23.1,7,2013,2013-07-18
19,24.3,30.6,20.2,7,2013,2013-07-19
20,22.8,28.4,19.3,7,2013,2013-07-20
21,23.8,30,19.3,7,2013,2013-07-21
22,26.1,31.6,21.1,7,2013,2013-07-22
23,27,34.4,22.7,7,2013,2013-07-23
24,24.2,26.3,22.5,7,2013,2013-07-24
25,25,28.5,22,7,2013,2013-07-25
26,27.8,34.2,23.9,7,2013,2013-07-26
27,26.3,32.7,21.4,7,2013,2013-07-27
28,26.1,32.8,20.9,7,2013,2013-07-28
29,24.9,26.7,23.9,7,2013,2013-07-29
30,26.9,32.6,23.8,7,2013,2013-07-30
31,26.5,31.3,23.8,7,2013,2013-07-31
1,24.5,30.5,20,7,2014,2014-07-01
2,25.3,31.5,20.2,7,2014,2014-07-02
3,24.3,28.8,21,7,2014,2014-07-03
4,20.9,22.8,19.7,7,2014,2014-07-04
5,21.2,24.2,19.3,7,2014,2014-07-05
6,23.9,29.5,18,7,2014,2014-07-06
7,22.5,24.5,21.2,7,2014,2014-07-07
8,26.1,32.5,20,7,2014,2014-07-08
9,23.2,25.7,21.4,7,2014,2014-07-09
10,26.5,31.3,22.6,7,2014,2014-07-10
11,27.8,36.6,24.3,7,2014,2014-07-11
12,28.7,34.9,24.1,7,2014,2014-07-12
13,26,29,23.3,7,2014,2014-07-13
14,27.1,33.8,23,7,2014,2014-07-14
15,27.6,33.1,22.7,7,2014,2014-07-15
16,27.9,NA,NA,7,2014,2014-07-16
17,25.9,31.1,22.4,7,2014,2014-07-17
18,23.7,26.7,21.7,7,2014,2014-07-18
19,22.7,26,20.5,7,2014,2014-07-19
20,24.1,30.6,20.1,7,2014,2014-07-20
21,24.7,29.9,21,7,2014,2014-07-21
22,27.1,32.4,22.5,7,2014,2014-07-22
23,28.5,33.5,23.5,7,2014,2014-07-23
24,28.8,35.1,24.3,7,2014,2014-07-24
25,29.4,36,23.8,7,2014,2014-07-25
26,30.3,35.5,25.5,7,2014,2014-07-26
27,29.1,35.6,26,7,2014,2014-07-27
28,26.6,31.2,22.9,7,2014,2014-07-28
29,26.8,32.5,20.6,7,2014,2014-07-29
30,27.8,32.6,22.8,7,2014,2014-07-30
31,29.3,35.2,24.3,7,2014,2014-07-31
1,29.6,34.9,25.5,8,2010,2010-08-01
2,29,33.3,26.6,8,2010,2010-08-02
3,30.1,34.7,27.1,8,2010,2010-08-03
4,30.5,35.2,27.1,8,2010,2010-08-04
5,30.7,35.5,27.3,8,2010,2010-08-05
6,30,35.1,26.9,8,2010,2010-08-06
7,29.6,35.2,25.1,8,2010,2010-08-07
8,29.4,34.8,25.9,8,2010,2010-08-08
9,26.3,29.4,23.5,8,2010,2010-08-09
10,27.8,32.2,24.1,8,2010,2010-08-10
11,29.5,34.1,26.6,8,2010,2010-08-11
